Trx_Rank,Points,Trx_Vlu,Trx_Age,Customer_Age,Category In English,User_Id,Mer_Name
1,3256,325.6,258,258,Grocery,27748,Saraswati Fabrics
1,1903,190.3,222,222,Grocery,27766,Saraswati Fabrics
1,5922,592.2,243,243,Grocery,27769,Saraswati Fabrics
1,3060,306.0,248,248,Grocery,27798,Saraswati Fabrics
1,2820,282.0,94,94,Grocery,27800,Saraswati Fabrics
1,1697,169.7,233,233,Grocery,27812,Saraswati Fabrics
1,911,91.1,256,254,Grocery,27824,Saraswati Fabrics
2,2602,260.2,254,254,Grocery,27824,Saraswati Fabrics
1,1297,129.7,292,292,Grocery,27825,Saraswati Fabrics
1,2111,211.1,258,258,Grocery,27826,Saraswati Fabrics
1,1534,153.4,251,251,Grocery,27830,Saraswati Fabrics
1,2695,269.5,258,258,Grocery,27834,Saraswati Fabrics
1,1596,159.6,218,218,Grocery,27842,Saraswati Fabrics
1,1177,117.7,250,250,Grocery,27845,Saraswati Fabrics
1,2620,262.0,304,304,Grocery,27850,Saraswati Fabrics
1,3799,379.9,287,287,Grocery,27857,Saraswati Fabrics
1,2269,226.9,50,50,Grocery,27858,Saraswati Fabrics
1,1500,150.0,222,212,Grocery,27861,Saraswati Fabrics
1,1234,123.4,259,259,Grocery,27868,Saraswati Fabrics
1,1120,112.0,305,305,Grocery,27870,Saraswati Fabrics
1,400,40.0,256,256,Grocery,27872,Saraswati Fabrics
1,740,74.0,265,99,Grocery,27873,Saraswati Fabrics
2,1100,110.0,99,99,Grocery,27873,Saraswati Fabrics
1,1764,176.4,235,235,Grocery,27888,Saraswati Fabrics
1,1174,117.4,266,266,Grocery,27894,Saraswati Fabrics
1,1453,145.3,253,253,Grocery,27896,Saraswati Fabrics
1,2980,298.0,23,23,Grocery,27900,Saraswati Fabrics
1,5620,562.0,229,229,Grocery,27907,Saraswati Fabrics
1,1345,134.5,274,274,Grocery,27920,Saraswati Fabrics
1,1250,125.0,256,256,Grocery,27921,Saraswati Fabrics
1,3280,328.0,279,279,Grocery,27929,Saraswati Fabrics
1,2018,201.8,152,152,Grocery,27939,Saraswati Fabrics
1,1198,119.8,135,135,Grocery,27943,Saraswati Fabrics
1,1153,115.3,257,257,Grocery,27944,Saraswati Fabrics
1,1409,140.9,254,254,Grocery,27946,Saraswati Fabrics
1,1097,109.7,255,255,Grocery,27949,Saraswati Fabrics
1,1430,143.0,303,303,Grocery,27956,Saraswati Fabrics
1,2131,213.1,211,211,Grocery,27959,Saraswati Fabrics
1,1736,173.6,303,303,Grocery,27964,Saraswati Fabrics
1,2500,250.0,121,121,Grocery,27980,Saraswati Fabrics
1,3043,304.3,64,64,Grocery,27982,Saraswati Fabrics
1,3776,377.6,255,255,Grocery,27985,Saraswati Fabrics
1,1379,137.9,146,146,Grocery,27991,Saraswati Fabrics
1,1826,182.6,263,263,Grocery,27995,Saraswati Fabrics
1,1321,132.1,251,251,Grocery,28004,Saraswati Fabrics
1,2076,207.6,73,73,Grocery,28009,Saraswati Fabrics
1,1816,181.6,229,229,Grocery,28011,Saraswati Fabrics
1,1416,141.6,250,250,Grocery,28013,Saraswati Fabrics
1,1169,116.9,108,86,Grocery,28014,Saraswati Fabrics
2,1872,187.2,86,86,Grocery,28014,Saraswati Fabrics
1,1772,177.2,245,245,Grocery,28025,Saraswati Fabrics
1,1710,171.0,251,251,Grocery,28030,Saraswati Fabrics
1,4060,406.0,261,261,Grocery,28046,Saraswati Fabrics
1,2240,224.0,256,256,Grocery,28059,Saraswati Fabrics
1,1456,145.6,232,232,Grocery,28064,Saraswati Fabrics
1,2220,222.0,250,250,Grocery,28069,Saraswati Fabrics
1,1436,143.6,217,217,Grocery,28081,Saraswati Fabrics
1,3098,309.8,312,312,Grocery,28083,Saraswati Fabrics
1,2222,222.2,155,155,Grocery,28086,Saraswati Fabrics
1,328,32.8,306,306,Grocery,28098,Saraswati Fabrics
1,2953,295.3,293,293,Grocery,28103,Saraswati Fabrics
1,1700,170.0,277,277,Grocery,28105,Saraswati Fabrics
1,1380,138.0,243,243,Grocery,28106,Saraswati Fabrics
1,5304,530.4,190,190,Grocery,28115,Saraswati Fabrics
1,1628,162.8,114,114,Grocery,28119,Saraswati Fabrics
1,1433,143.3,202,202,Grocery,28143,Saraswati Fabrics
1,1782,178.2,100,100,Grocery,28144,Saraswati Fabrics
1,2789,278.9,265,265,Grocery,28161,Saraswati Fabrics
1,1420,142.0,153,153,Grocery,28176,Saraswati Fabrics
1,1280,128.0,250,250,Grocery,28178,Saraswati Fabrics
1,1500,150.0,269,269,Grocery,28193,Saraswati Fabrics
1,3621,362.1,307,307,Grocery,28197,Saraswati Fabrics
1,1613,161.3,294,294,Grocery,28208,Saraswati Fabrics
1,1575,157.5,156,156,Grocery,28213,Saraswati Fabrics
1,1816,181.6,198,198,Grocery,28225,Saraswati Fabrics
1,2500,250.0,78,78,Grocery,28231,Saraswati Fabrics
1,1438,143.8,118,118,Grocery,28232,Saraswati Fabrics
1,1240,124.0,250,250,Grocery,28238,Saraswati Fabrics
1,1510,151.0,294,294,Grocery,28247,Saraswati Fabrics
1,1141,114.1,303,61,Grocery,28250,Saraswati Fabrics
2,160,16.0,259,61,Grocery,28250,Saraswati Fabrics
3,160,16.0,198,61,Grocery,28250,Saraswati Fabrics
4,160,16.0,138,61,Grocery,28250,Saraswati Fabrics
5,160,16.0,61,61,Grocery,28250,Saraswati Fabrics
1,749,74.9,250,250,Grocery,28259,Saraswati Fabrics
1,6000,600.0,293,282,Grocery,28265,Saraswati Fabrics
2,6000,600.0,293,282,Grocery,28265,Saraswati Fabrics
3,6000,600.0,286,282,Grocery,28265,Saraswati Fabrics
4,6680,668.0,282,282,Grocery,28265,Saraswati Fabrics
1,2187,218.7,293,259,Grocery,28274,Saraswati Fabrics
2,170,17.0,259,259,Grocery,28274,Saraswati Fabrics
1,1940,194.0,131,131,Grocery,28278,Saraswati Fabrics
1,2420,242.0,316,316,Grocery,28308,Saraswati Fabrics
1,1425,142.5,90,90,Grocery,28318,Saraswati Fabrics
1,2639,263.9,143,143,Grocery,28320,Saraswati Fabrics
1,2677,267.7,296,296,Grocery,28324,Saraswati Fabrics
1,1220,122.0,252,252,Grocery,28328,Saraswati Fabrics
1,8838,883.8,142,142,Grocery,28331,Saraswati Fabrics
1,1806,180.6,290,290,Grocery,28333,Saraswati Fabrics
1,1936,193.6,258,258,Grocery,28340,Saraswati Fabrics
1,2740,274.0,41,41,Grocery,28356,Saraswati Fabrics
1,2093,209.3,295,295,Grocery,28379,Saraswati Fabrics
1,1608,160.8,304,304,Grocery,28383,Saraswati Fabrics
1,1998,199.8,174,34,Grocery,28399,Saraswati Fabrics
1,2980,298.0,79,79,Grocery,28411,Saraswati Fabrics
1,2391,239.1,273,273,Grocery,28419,Saraswati Fabrics
1,3373,337.3,238,238,Grocery,28422,Saraswati Fabrics
1,2759,275.9,295,281,Grocery,28437,Saraswati Fabrics
2,2759,275.9,295,281,Grocery,28437,Saraswati Fabrics
3,8740,874.0,281,281,Grocery,28437,Saraswati Fabrics
1,3835,383.5,250,250,Grocery,28438,Saraswati Fabrics
1,3620,362.0,124,124,Grocery,28444,Saraswati Fabrics
1,3833,383.3,259,259,Grocery,28448,Saraswati Fabrics
1,2340,234.0,112,112,Grocery,28450,Saraswati Fabrics
1,1700,170.0,103,103,Grocery,28456,Saraswati Fabrics
1,1600,160.0,283,283,Grocery,28457,Saraswati Fabrics
1,1760,176.0,160,160,Grocery,28466,Saraswati Fabrics
1,790,79.0,146,146,Grocery,28470,Saraswati Fabrics
1,888,88.8,250,250,Grocery,28473,Saraswati Fabrics
1,3312,331.2,130,130,Grocery,28474,Saraswati Fabrics
1,1600,160.0,293,293,Grocery,28478,Saraswati Fabrics
1,1086,108.6,252,252,Grocery,28479,Saraswati Fabrics
1,3937,393.7,167,167,Grocery,28484,Saraswati Fabrics
1,1726,172.6,250,250,Grocery,28489,Saraswati Fabrics
1,1000,100.0,236,236,Grocery,28491,Saraswati Fabrics
1,1956,195.6,34,34,Grocery,28500,Saraswati Fabrics
1,2160,216.0,246,246,Grocery,28522,Saraswati Fabrics
1,500,50.0,252,252,Grocery,28524,Saraswati Fabrics
1,23480,2348.0,117,117,Grocery,28526,Saraswati Fabrics
1,2600,260.0,296,296,Grocery,28527,Saraswati Fabrics
1,1200,120.0,258,41,Grocery,28532,Saraswati Fabrics
1,1040,104.0,189,189,Grocery,28534,Saraswati Fabrics
1,3166,316.6,147,147,Grocery,28540,Saraswati Fabrics
1,1865,186.5,181,181,Grocery,28543,Saraswati Fabrics
1,2510,251.0,285,285,Grocery,28548,Saraswati Fabrics
1,5394,539.4,250,250,Grocery,28566,Saraswati Fabrics
1,3990,399.0,58,58,Grocery,28569,Saraswati Fabrics
1,1580,158.0,258,258,Grocery,28585,Saraswati Fabrics
1,3250,325.0,256,256,Grocery,28590,Saraswati Fabrics
1,3720,372.0,218,95,Grocery,28591,Saraswati Fabrics
2,1020,102.0,95,95,Grocery,28591,Saraswati Fabrics
1,1740,174.0,303,303,Grocery,28593,Saraswati Fabrics
1,1352,135.2,151,151,Grocery,28594,Saraswati Fabrics
1,1340,134.0,239,55,Grocery,28595,Saraswati Fabrics
1,14872,1487.2,294,294,Grocery,28610,Saraswati Fabrics
1,740,74.0,53,53,Grocery,28612,Saraswati Fabrics
1,2569,256.9,134,134,Grocery,28613,Saraswati Fabrics
1,2831,283.1,274,41,Grocery,28616,Saraswati Fabrics
1,6000,600.0,205,163,Grocery,28621,Saraswati Fabrics
2,2000,200.0,205,163,Grocery,28621,Saraswati Fabrics
1,3160,316.0,195,195,Grocery,28626,Saraswati Fabrics
1,2974,297.4,298,53,Grocery,28643,Saraswati Fabrics
2,1298,129.8,53,53,Grocery,28643,Saraswati Fabrics
1,4690,469.0,305,305,Grocery,28652,Saraswati Fabrics
1,1180,118.0,197,197,Grocery,28654,Saraswati Fabrics
1,1791,179.1,140,140,Grocery,28656,Saraswati Fabrics
1,2320,232.0,66,66,Grocery,28662,Saraswati Fabrics
1,1638,163.8,132,132,Grocery,28668,Saraswati Fabrics
1,1492,149.2,154,154,Grocery,28671,Saraswati Fabrics
1,3480,348.0,47,47,Grocery,28672,Saraswati Fabrics
1,3966,396.6,263,263,Grocery,28675,Saraswati Fabrics
1,1757,175.7,311,17,Grocery,28683,Saraswati Fabrics
2,700,70.0,17,17,Grocery,28683,Saraswati Fabrics
1,7882,788.2,292,292,Grocery,28704,Saraswati Fabrics
1,2120,212.0,200,200,Grocery,28707,Saraswati Fabrics
1,2795,279.5,158,140,Grocery,28731,Saraswati Fabrics
2,2336,233.6,140,140,Grocery,28731,Saraswati Fabrics
1,1742,174.2,154,154,Grocery,28732,Saraswati Fabrics
1,2760,276.0,81,81,Grocery,28734,Saraswati Fabrics
1,1180,118.0,83,83,Grocery,28741,Saraswati Fabrics
1,3020,302.0,285,285,Grocery,28742,Saraswati Fabrics
1,3787,378.7,79,79,Grocery,28744,Saraswati Fabrics
1,2020,202.0,231,231,Grocery,28748,Saraswati Fabrics
1,1800,180.0,230,230,Grocery,28751,Saraswati Fabrics
1,1177,117.7,259,203,Grocery,28752,Saraswati Fabrics
2,164,16.4,203,203,Grocery,28752,Saraswati Fabrics
1,1700,170.0,260,13,Grocery,28754,Saraswati Fabrics
1,3497,349.7,271,271,Grocery,28760,Saraswati Fabrics
1,2000,200.0,296,296,Grocery,28772,Saraswati Fabrics
1,6584,658.4,154,154,Grocery,28779,Saraswati Fabrics
1,3040,304.0,41,41,Grocery,28781,Saraswati Fabrics
1,3535,353.5,256,256,Grocery,28786,Saraswati Fabrics
1,2520,252.0,248,248,Grocery,28793,Saraswati Fabrics
1,1400,140.0,214,214,Grocery,28804,Saraswati Fabrics
1,684,68.4,6,6,Grocery,28808,Saraswati Fabrics
1,2836,283.6,62,62,Grocery,28815,Saraswati Fabrics
1,2335,233.5,290,290,Grocery,28816,Saraswati Fabrics
1,1219,121.9,258,258,Grocery,28820,Saraswati Fabrics
1,2364,236.4,222,222,Grocery,28826,Saraswati Fabrics
1,1123,112.3,132,132,Grocery,28830,Saraswati Fabrics
1,3920,392.0,282,282,Grocery,28833,Saraswati Fabrics
1,3981,398.1,250,250,Grocery,28834,Saraswati Fabrics
1,2460,246.0,296,296,Grocery,28836,Saraswati Fabrics
1,2640,264.0,63,63,Grocery,28838,Saraswati Fabrics
1,4495,449.5,96,96,Grocery,28844,Saraswati Fabrics
1,1247,124.7,87,87,Grocery,28847,Saraswati Fabrics
1,1080,108.0,280,35,Grocery,28855,Saraswati Fabrics
2,780,78.0,35,35,Grocery,28855,Saraswati Fabrics
1,1060,106.0,228,228,Grocery,28863,Saraswati Fabrics
1,364,36.4,303,65,Grocery,28866,Saraswati Fabrics
2,1120,112.0,65,65,Grocery,28866,Saraswati Fabrics
1,1530,153.0,41,41,Grocery,28873,Saraswati Fabrics
1,2001,200.1,296,296,Grocery,28875,Saraswati Fabrics
1,20370,2037.0,251,251,Grocery,28891,Saraswati Fabrics
1,1480,148.0,302,115,Grocery,28892,Saraswati Fabrics
1,3458,345.8,303,303,Grocery,28908,Saraswati Fabrics
2,3440,344.0,303,303,Grocery,28908,Saraswati Fabrics
1,1840,184.0,304,292,Grocery,28914,Saraswati Fabrics
1,859,85.9,248,248,Grocery,28917,Saraswati Fabrics
1,1850,185.0,262,13,Grocery,28919,Saraswati Fabrics
1,1980,198.0,306,306,Grocery,28920,Saraswati Fabrics
1,260,26.0,66,66,Grocery,28926,Saraswati Fabrics
1,952,95.2,277,277,Grocery,28929,Saraswati Fabrics
1,795,79.5,287,287,Grocery,28930,Saraswati Fabrics
1,2000,200.0,298,298,Grocery,28938,Saraswati Fabrics
1,2820,282.0,168,168,Grocery,28961,Saraswati Fabrics
1,1452,145.2,298,298,Grocery,28965,Saraswati Fabrics
1,1739,173.9,259,259,Grocery,28966,Saraswati Fabrics
1,535,53.5,73,73,Grocery,28967,Saraswati Fabrics
1,3100,310.0,142,142,Grocery,28969,Saraswati Fabrics
1,3756,375.6,258,258,Grocery,28971,Saraswati Fabrics
1,713,71.3,133,133,Grocery,28984,Saraswati Fabrics
1,4756,475.6,260,260,Grocery,28986,Saraswati Fabrics
1,1106,110.6,144,144,Grocery,28992,Saraswati Fabrics
1,3408,340.8,27,27,Grocery,28997,Saraswati Fabrics
1,2639,263.9,36,36,Grocery,28999,Saraswati Fabrics
1,320,32.0,309,309,Grocery,29000,Saraswati Fabrics
1,3820,382.0,61,61,Grocery,29002,Saraswati Fabrics
1,2520,252.0,217,217,Grocery,29007,Saraswati Fabrics
1,2277,227.7,250,250,Grocery,29008,Saraswati Fabrics
1,2640,264.0,208,62,Grocery,29015,Saraswati Fabrics
1,1840,184.0,204,204,Grocery,29023,Saraswati Fabrics
1,1650,165.0,304,304,Grocery,29025,Saraswati Fabrics
1,1899,189.9,135,135,Grocery,29026,Saraswati Fabrics
1,3133,313.3,245,245,Grocery,29028,Saraswati Fabrics
1,1670,167.0,248,248,Grocery,29036,Saraswati Fabrics
1,3451,345.1,257,98,Grocery,29039,Saraswati Fabrics
2,1459,145.9,241,98,Grocery,29039,Saraswati Fabrics
3,1134,113.4,232,98,Grocery,29039,Saraswati Fabrics
4,1723,172.3,98,98,Grocery,29039,Saraswati Fabrics
1,1668,166.8,211,211,Grocery,29040,Saraswati Fabrics
1,1468,146.8,295,295,Grocery,29046,Saraswati Fabrics
1,742,74.2,263,263,Grocery,29057,Saraswati Fabrics
1,3931,393.1,285,285,Grocery,29065,Saraswati Fabrics
1,940,94.0,207,66,Grocery,29075,Saraswati Fabrics
2,800,80.0,66,66,Grocery,29075,Saraswati Fabrics
1,2360,236.0,90,90,Grocery,29082,Saraswati Fabrics
1,2818,281.8,259,259,Grocery,29089,Saraswati Fabrics
1,991,99.1,137,58,Grocery,29099,Saraswati Fabrics
1,2920,292.0,238,238,Grocery,29105,Saraswati Fabrics
1,2105,210.5,187,187,Grocery,29108,Saraswati Fabrics
1,1020,102.0,262,262,Grocery,29113,Saraswati Fabrics
1,6894,689.4,195,195,Grocery,29137,Saraswati Fabrics
1,1516,151.6,280,280,Grocery,29143,Saraswati Fabrics
1,2000,200.0,257,257,Grocery,29150,Saraswati Fabrics
2,880,88.0,257,257,Grocery,29150,Saraswati Fabrics
1,3600,360.0,52,52,Grocery,29155,Saraswati Fabrics
1,3083,308.3,313,313,Grocery,29156,Saraswati Fabrics
1,1530,153.0,254,254,Grocery,29158,Saraswati Fabrics
1,2290,229.0,12,12,Grocery,29160,Saraswati Fabrics
1,3470,347.0,218,218,Grocery,29161,Saraswati Fabrics
1,2960,296.0,302,302,Grocery,29163,Saraswati Fabrics
1,1740,174.0,245,245,Grocery,29176,Saraswati Fabrics
1,1000,100.0,246,246,Grocery,29179,Saraswati Fabrics
1,2500,250.0,271,271,Grocery,29184,Saraswati Fabrics
1,912,91.2,138,12,Grocery,29192,Saraswati Fabrics
1,2412,241.2,231,231,Grocery,29195,Saraswati Fabrics
1,1580,158.0,185,185,Grocery,29202,Saraswati Fabrics
1,3100,310.0,84,84,Grocery,29203,Saraswati Fabrics
1,1497,149.7,79,79,Grocery,29204,Saraswati Fabrics
1,1060,106.0,138,138,Grocery,29205,Saraswati Fabrics
1,3420,342.0,248,248,Grocery,29207,Saraswati Fabrics
1,1476,147.6,210,210,Grocery,29210,Saraswati Fabrics
1,1630,163.0,256,146,Grocery,29212,Saraswati Fabrics
2,840,84.0,146,146,Grocery,29212,Saraswati Fabrics
1,2300,230.0,261,261,Grocery,29215,Saraswati Fabrics
1,1562,156.2,258,258,Grocery,29216,Saraswati Fabrics
1,1460,146.0,100,100,Grocery,29226,Saraswati Fabrics
1,1173,117.3,259,259,Grocery,29228,Saraswati Fabrics
1,2390,239.0,267,20,Grocery,29234,Saraswati Fabrics
1,1300,130.0,272,272,Grocery,29240,Saraswati Fabrics
2,1010,101.0,272,272,Grocery,29240,Saraswati Fabrics
1,3082,308.2,234,234,Grocery,29242,Saraswati Fabrics
1,1210,121.0,252,20,Grocery,29244,Saraswati Fabrics
1,1871,187.1,149,149,Grocery,29257,Saraswati Fabrics
1,3120,312.0,259,259,Grocery,29264,Saraswati Fabrics
1,2460,246.0,75,75,Grocery,29274,Saraswati Fabrics
1,2073,207.3,202,202,Grocery,29277,Saraswati Fabrics
1,1360,136.0,283,283,Grocery,29280,Saraswati Fabrics
1,2971,297.1,258,258,Grocery,29289,Saraswati Fabrics
1,600,60.0,102,88,Grocery,29290,Saraswati Fabrics
2,2971,297.1,88,88,Grocery,29290,Saraswati Fabrics
1,4023,402.3,266,76,Grocery,29299,Saraswati Fabrics
1,2780,278.0,52,52,Grocery,29304,Saraswati Fabrics
1,3556,355.6,116,116,Grocery,29311,Saraswati Fabrics
1,3500,350.0,259,259,Grocery,29316,Saraswati Fabrics
1,4600,460.0,184,184,Grocery,29317,Saraswati Fabrics
1,1793,179.3,53,53,Grocery,29326,Saraswati Fabrics
1,3500,350.0,210,210,Grocery,29331,Saraswati Fabrics
1,1050,105.0,269,269,Grocery,29341,Saraswati Fabrics
1,5523,552.3,283,4,Grocery,29342,Saraswati Fabrics
2,2925,292.5,4,4,Grocery,29342,Saraswati Fabrics
1,1800,180.0,259,259,Grocery,29354,Saraswati Fabrics
1,2718,271.8,96,96,Grocery,29358,Saraswati Fabrics
1,1623,162.3,293,293,Grocery,29363,Saraswati Fabrics
1,4458,445.8,300,84,Grocery,29365,Saraswati Fabrics
1,4090,409.0,269,20,Grocery,29371,Saraswati Fabrics
1,2485,248.5,96,96,Grocery,29375,Saraswati Fabrics
1,2720,272.0,287,214,Grocery,29381,Saraswati Fabrics
2,22083,2208.3,282,214,Grocery,29381,Saraswati Fabrics
3,3301,330.1,214,214,Grocery,29381,Saraswati Fabrics
1,2870,287.0,255,255,Grocery,29390,Saraswati Fabrics
1,635,63.5,85,85,Grocery,29391,Saraswati Fabrics
1,1900,190.0,305,305,Grocery,29397,Saraswati Fabrics
1,424,42.4,273,141,Grocery,29401,Saraswati Fabrics
2,480,48.0,141,141,Grocery,29401,Saraswati Fabrics
1,4080,408.0,138,138,Grocery,29402,Saraswati Fabrics
1,2940,294.0,257,41,Grocery,29403,Saraswati Fabrics
2,1480,148.0,41,41,Grocery,29403,Saraswati Fabrics
1,600,60.0,320,320,Grocery,29406,Saraswati Fabrics
1,1000,100.0,108,80,Grocery,29413,Saraswati Fabrics
1,2138,213.8,256,256,Grocery,29421,Saraswati Fabrics
1,4680,468.0,311,41,Grocery,29424,Saraswati Fabrics
1,1385,138.5,253,253,Grocery,29429,Saraswati Fabrics
1,1830,183.0,290,290,Grocery,29432,Saraswati Fabrics
1,465,46.5,278,278,Grocery,29433,Saraswati Fabrics
1,3300,330.0,206,116,Grocery,29435,Saraswati Fabrics
2,840,84.0,116,116,Grocery,29435,Saraswati Fabrics
1,1200,120.0,153,153,Grocery,29437,Saraswati Fabrics
1,660,66.0,288,288,Grocery,29440,Saraswati Fabrics
1,6040,604.0,74,74,Grocery,29445,Saraswati Fabrics
1,2080,208.0,143,143,Grocery,29449,Saraswati Fabrics
1,1333,133.3,121,121,Grocery,29462,Saraswati Fabrics
1,1879,187.9,250,250,Grocery,29463,Saraswati Fabrics
1,1521,152.1,250,250,Grocery,29464,Saraswati Fabrics
1,1610,161.0,151,151,Grocery,29465,Saraswati Fabrics
1,3260,326.0,267,267,Grocery,29467,Saraswati Fabrics
1,495,49.5,149,112,Grocery,29471,Saraswati Fabrics
2,612,61.2,112,112,Grocery,29471,Saraswati Fabrics
1,1320,132.0,305,305,Grocery,29473,Saraswati Fabrics
1,2143,214.3,310,310,Grocery,29475,Saraswati Fabrics
1,2620,262.0,252,252,Grocery,29476,Saraswati Fabrics
1,720,72.0,262,262,Grocery,29477,Saraswati Fabrics
1,1710,171.0,261,34,Grocery,29479,Saraswati Fabrics
2,1620,162.0,34,34,Grocery,29479,Saraswati Fabrics
1,2254,225.4,273,273,Grocery,29484,Saraswati Fabrics
1,2040,204.0,53,53,Grocery,29487,Saraswati Fabrics
1,1427,142.7,251,251,Grocery,29505,Saraswati Fabrics
1,2600,260.0,222,222,Grocery,29506,Saraswati Fabrics
1,3300,330.0,270,270,Grocery,29517,Saraswati Fabrics
1,2840,284.0,191,191,Grocery,29518,Saraswati Fabrics
1,2030,203.0,152,152,Grocery,29519,Saraswati Fabrics
1,1400,140.0,121,121,Grocery,29520,Saraswati Fabrics
1,1500,150.0,292,111,Grocery,29526,Saraswati Fabrics
2,600,60.0,111,111,Grocery,29526,Saraswati Fabrics
1,1560,156.0,302,27,Grocery,29533,Saraswati Fabrics
1,2330,233.0,305,305,Grocery,29539,Saraswati Fabrics
1,3750,375.0,271,271,Grocery,29540,Saraswati Fabrics
1,580,58.0,304,304,Grocery,29544,Saraswati Fabrics
1,1400,140.0,302,258,Grocery,29548,Saraswati Fabrics
2,1097,109.7,258,258,Grocery,29548,Saraswati Fabrics
1,3791,379.1,200,200,Grocery,29550,Saraswati Fabrics
1,3020,302.0,305,305,Grocery,29554,Saraswati Fabrics
1,1069,106.9,147,147,Grocery,29557,Saraswati Fabrics
1,2140,214.0,112,112,Grocery,29587,Saraswati Fabrics
1,2000,200.0,128,128,Grocery,29603,Saraswati Fabrics
1,3785,378.5,257,257,Grocery,29605,Saraswati Fabrics
1,1940,194.0,215,215,Grocery,29606,Saraswati Fabrics
1,2680,268.0,261,261,Grocery,29607,Saraswati Fabrics
1,6182,618.2,290,290,Grocery,29608,Saraswati Fabrics
1,4280,428.0,106,106,Grocery,29616,Saraswati Fabrics
1,2131,213.1,149,149,Grocery,29631,Saraswati Fabrics
1,1707,170.7,243,243,Grocery,29632,Saraswati Fabrics
1,555,55.5,257,257,Grocery,29634,Saraswati Fabrics
1,2540,254.0,203,203,Grocery,29640,Saraswati Fabrics
1,1914,191.4,252,252,Grocery,29649,Saraswati Fabrics
1,2227,222.7,153,153,Grocery,29652,Saraswati Fabrics
1,1182,118.2,201,201,Grocery,29656,Saraswati Fabrics
1,1257,125.7,111,111,Grocery,29657,Saraswati Fabrics
1,1880,188.0,311,48,Grocery,29668,Saraswati Fabrics
2,720,72.0,48,48,Grocery,29668,Saraswati Fabrics
1,1520,152.0,305,305,Grocery,29673,Saraswati Fabrics
1,1640,164.0,245,245,Grocery,29675,Saraswati Fabrics
1,6136,613.6,93,93,Grocery,29680,Saraswati Fabrics
1,2353,235.3,307,307,Grocery,29685,Saraswati Fabrics
1,3700,370.0,261,196,Grocery,29692,Saraswati Fabrics
1,838,83.8,269,269,Grocery,29694,Saraswati Fabrics
1,2323,232.3,258,258,Grocery,29698,Saraswati Fabrics
1,2120,212.0,209,209,Grocery,29699,Saraswati Fabrics
1,4520,452.0,259,259,Grocery,29707,Saraswati Fabrics
1,2160,216.0,200,200,Grocery,29712,Saraswati Fabrics
1,1320,132.0,300,34,Grocery,29726,Saraswati Fabrics
2,962,96.2,34,34,Grocery,29726,Saraswati Fabrics
1,3803,380.3,250,250,Grocery,29729,Saraswati Fabrics
1,3900,390.0,261,261,Grocery,29732,Saraswati Fabrics
1,1233,123.3,277,277,Grocery,29735,Saraswati Fabrics
1,1513,151.3,254,254,Grocery,29742,Saraswati Fabrics
1,185,18.5,258,258,Grocery,29745,Saraswati Fabrics
1,4750,475.0,134,134,Grocery,29750,Saraswati Fabrics
1,1654,165.4,233,233,Grocery,29758,Saraswati Fabrics
1,1960,196.0,44,44,Grocery,29760,Saraswati Fabrics
1,1546,154.6,31,31,Grocery,29762,Saraswati Fabrics
1,2133,213.3,161,161,Grocery,29774,Saraswati Fabrics
1,2073,207.3,208,208,Grocery,29787,Saraswati Fabrics
1,4045,404.5,83,83,Grocery,29789,Saraswati Fabrics
1,1860,186.0,90,90,Grocery,29797,Saraswati Fabrics
1,1857,185.7,177,177,Grocery,29799,Saraswati Fabrics
1,5511,551.1,165,165,Grocery,29806,Saraswati Fabrics
1,1754,175.4,221,221,Grocery,29807,Saraswati Fabrics
1,938,93.8,262,262,Grocery,29821,Saraswati Fabrics
1,3213,321.3,200,200,Grocery,29824,Saraswati Fabrics
1,1280,128.0,262,144,Grocery,29833,Saraswati Fabrics
1,1589,158.9,258,258,Grocery,29839,Saraswati Fabrics
1,1622,162.2,158,158,Grocery,29846,Saraswati Fabrics
1,1325,132.5,297,297,Grocery,29857,Saraswati Fabrics
1,1407,140.7,110,110,Grocery,29864,Saraswati Fabrics
1,2960,296.0,155,155,Grocery,29875,Saraswati Fabrics
1,1818,181.8,177,177,Grocery,29876,Saraswati Fabrics
1,1730,173.0,259,259,Grocery,29878,Saraswati Fabrics
1,4180,418.0,265,265,Grocery,29881,Saraswati Fabrics
1,2548,254.8,189,189,Grocery,29882,Saraswati Fabrics
1,1606,160.6,136,136,Grocery,29890,Saraswati Fabrics
1,3080,308.0,104,104,Grocery,29891,Saraswati Fabrics
1,1350,135.0,304,304,Grocery,29898,Saraswati Fabrics
1,2755,275.5,279,279,Grocery,29903,Saraswati Fabrics
1,1700,170.0,137,137,Grocery,29913,Saraswati Fabrics
1,1600,160.0,154,154,Grocery,29917,Saraswati Fabrics
1,1185,118.5,260,260,Grocery,29922,Saraswati Fabrics
1,720,72.0,87,87,Grocery,29924,Saraswati Fabrics
1,2280,228.0,131,131,Grocery,29931,Saraswati Fabrics
1,1040,104.0,270,270,Grocery,29939,Saraswati Fabrics
1,862,86.2,238,238,Grocery,29941,Saraswati Fabrics
1,2338,233.8,257,257,Grocery,29946,Saraswati Fabrics
1,1782,178.2,313,313,Grocery,29959,Saraswati Fabrics
1,1970,197.0,261,6,Grocery,29962,Saraswati Fabrics
1,1621,162.1,269,269,Grocery,29964,Saraswati Fabrics
1,1760,176.0,42,42,Grocery,29965,Saraswati Fabrics
